param_04,param_01,drama_id,command_id,param_02,param_07,param_03,param_06,command_type,param_05,param_08
1,100811,25712,25712009,"또 하나, 귀여운 나로 인해\n아름다운 예술이 완성되어\n버렸어…… 하늘은 내게,\n몇 가지 재능을 줄 생각일까?",0,10,0,11,1,0.5
"",0,25712,25712010,"","","","",91,"",""
wac_talk_wish_loop,100811,25712,25712011,wac_talk_wish_in,"",0,0.2,3,1,""
0,vo_wac_221029,25712,25712012,vo_wac_221029_001,"",0,"",21,"",""
1,100811,25712,25712013,"하지만 고민스러운 재능이지.\n내 귀여움과 그린 그림의 아름다움이\n경쟁이라도 하면……\n뭐, 내가 더 귀엽지만♪",0,10,0,11,1,0.5
"",0,25712,25712014,"","","","",91,"",""
"",0,25712,25712015,0,"","","",22,"",""
"",100811,25713,25713001,wac_idle_wish,"",1,0.2,3,"",""
"",111,25713,25713002,wac_no_items,"",1,0.2,3,"",""
0,100811,25713,25713003,200,"",-340,"",2,"",""
0,111,25713,25713004,200,"",-340,"",2,"",""
"",32,25713,25713005,0,"","","",32,"",""
"",33,25713,25713006,1,"","","",32,"",""
"",11,25713,25713007,0,"","","",32,"",""
"",0,25713,25713008,"","","","",91,"",""
-108,1,25811,25811001,105511,0,202,2,1,-213,wac_default_01
-108,1,25811,25811002,111,0,201,2,5,-213,wac_default_01
0,32,25811,25811003,32,"",0,1,31,1,""
0,33,25811,25811004,33,"",0,0,31,1,""
0,11,25811,25811005,11,"",0,0,31,1,""
"",105511,25811,25811006,wac_paint_01,"",0,0.2,3,0,""
"",111,25811,25811007,wac_paint_01,"",0,0.2,3,0,""
"",0,25811,25811008,0,"","","",93,"",""
"",11,25811,25811009,1,"","","",32,"",""
"",se_10035700,25811,25811010,se_10035700_brush,"",0,"",23,"",""
"",105511,25811,25811011,300,"","","",13,"",""
"",1,25811,25811012,"","","","",131,"",""
wac_talk_wish_loop,105511,25812,25812001,wac_talk_wish_in,"",0,0.2,3,1,""
"",111,25812,25812002,wac_no_items,"",1,0.2,3,"",""
0,105511,25812,25812003,200,"",-340,"",2,"",""
0,111,25812,25812004,200,"",-340,"",2,"",""
"",32,25812,25812005,0,"","","",32,"",""
"",33,25812,25812006,1,"","","",32,"",""
"",11,25812,25812007,0,"","","",32,"",""
0,vo_wac_221030,25812,25812008,vo_wac_221030_000,"",0,"",21,"",""
1,105511,25812,25812009,"이 벽의 그림도 점점 더\n늘어나고 있네요~\n처음 시작했을 무렵에는\n새 벽이었는데……",0,10,0,11,1,0.5
"",0,25812,25812010,"","","","",91,"",""
0,vo_wac_221030,25812,25812011,vo_wac_221030_001,"",0,"",21,"",""
1,105511,25812,25812012,"이렇게 눈에 띄는 작업을\n저도 돕고 있다고 생각하면,\n조금 이상한 기분이에요……\n기쁘기도 하지만요♪",0,10,0,11,1,0.5
"",0,25812,25812013,"","","","",91,"",""
"",0,25812,25812014,0,"","","",22,"",""
"",105511,25813,25813001,wac_idle_wish,"",1,0.2,3,"",""
"",111,25813,25813002,wac_no_items,"",1,0.2,3,"",""
0,105511,25813,25813003,200,"",-340,"",2,"",""
0,111,25813,25813004,200,"",-340,"",2,"",""
"",32,25813,25813005,0,"","","",32,"",""
"",33,25813,25813006,1,"","","",32,"",""
"",11,25813,25813007,0,"","","",32,"",""
"",0,25813,25813008,"","","","",91,"",""
-108,1,25911,25911001,106811,0,202,2,1,-212.75,wac_default_01
-108,1,25911,25911002,111,0,201,2,5,-212.75,wac_default_01
0,32,25911,25911003,32,"",0,1,31,1,""
0,41,25911,25911004,41,"",0,0,31,1,""
0,11,25911,25911005,11,"",0,0,31,1,""
0,14,25911,25911006,14,"",0,0,31,1,""
0,18,25911,25911007,18,"",0,0,31,1,""
"",106811,25911,25911008,wac_paint_01,"",0,0.2,3,0,""
"",111,25911,25911009,wac_paint_01,"",0,0.2,3,0,""
"",0,25911,25911010,0,"","","",93,"",""
"",11,25911,25911011,1,"","","",32,"",""
"",se_10035700,25911,25911012,se_10035700_brush,"",0,"",23,"",""
"",106811,25911,25911013,300,"","","",13,"",""
"",1,25911,25911014,"","","","",131,"",""
wac_talk_sad_loop_surprise,106811,25912,25912001,wac_talk_sad_in_surprise,"",0,0.2,3,1,""
"",111,25912,25912002,wac_no_items,"",1,0.2,3,"",""
0,106811,25912,25912003,405,"",-340,"",2,"",""
0,111,25912,25912004,405,"",-340,"",2,"",""
"",32,25912,25912005,0,"","","",32,"",""
"",41,25912,25912006,1,"","","",32,"",""
"",11,25912,25912007,0,"","","",32,"",""
"",14,25912,25912008,1,"","","",32,"",""
"",18,25912,25912009,1,"","","",32,"",""
"",1.8,25912,25912010,0,"","","",93,"",""
0,vo_wac_221031,25912,25912011,vo_wac_221031_000,"",0,"",21,"",""
1,106811,25912,25912012,"그러고 보니 이 벽화,\n네네카랑 크리스도 그리고 있는 거지?\n보고 싶네.\n어떤 얼굴로 그리고 있으려나.",0,10,0,11,1,0.5
"",0,25912,25912013,"","","","",91,"",""
wac_talk_arm_crossed_loop,106811,25912,25912014,wac_talk_arm_crossed_in,"",0,0.2,3,1,""
0,vo_wac_221031,25912,25912015,vo_wac_221031_001,"",0,"",21,"",""
1,106811,25912,25912016,"마나나 라지라지도\n언젠가…… 아, 그냥 말해봤어.\n아하하, 나도 참,\n조금 감성적이 됐나?",0,10,0,11,1,0.5
"",0,25912,25912017,"","","","",91,"",""
"",0,25912,25912018,0,"","","",22,"",""
"",106811,25913,25913001,wac_idle_arm_crossed,"",1,0.2,3,"",""
"",111,25913,25913002,wac_no_items,"",1,0.2,3,"",""
0,106811,25913,25913003,405,"",-340,"",2,"",""
0,111,25913,25913004,405,"",-340,"",2,"",""
"",32,25913,25913005,0,"","","",32,"",""
"",41,25913,25913006,1,"","","",32,"",""
"",11,25913,25913007,0,"","","",32,"",""
"",14,25913,25913008,0,"","","",32,"",""
"",18,25913,25913009,1,"","","",32,"",""
"",0,25913,25913010,"","","","",91,"",""
-108,1,26011,26011001,109211,0,202,2,1,-325,wac_default_bot_21
-108,1,26011,26011002,111,0,201,2,5,-325,wac_default_bot_21
0,34,26011,26011003,34,"",0,1,31,1,""
0,33,26011,26011004,33,"",0,0,31,1,""
0,13,26011,26011005,13,"",0,0,31,1,""
"",109211,26011,26011006,wac_paint_bot_21,"",0,0.2,3,0,""
"",111,26011,26011007,wac_paint_bot_21,"",0,0.2,3,0,""
"",0,26011,26011008,0,"","","",93,"",""
"",13,26011,26011009,1,"","","",32,"",""
"",se_common,26011,26011010,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",109211,26011,26011011,300,"","","",13,"",""
"",1,26011,26011012,"","","","",131,"",""
wac_talk_smile_loop,109211,26012,26012001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,26012,26012002,wac_no_items,"",1,0.2,3,"",""
0,109211,26012,26012003,200,"",-340,"",2,"",""
0,111,26012,26012004,200,"",-340,"",2,"",""
"",34,26012,26012005,0,"","","",32,"",""
"",33,26012,26012006,1,"","","",32,"",""
"",13,26012,26012007,0,"","","",32,"",""
0,vo_wac_221101,26012,26012008,vo_wac_221101_000,"",0,"",21,"",""
1,109211,26012,26012009,"응, 완성!\n에헤헤, 그림 그리기는 자신 있어!\n새로운 마법을 생각할 때는 자주 그려!",0,10,0,11,1,0.5
"",0,26012,26012010,"","","","",91,"",""
wac_talk_doya_loop,109211,26012,26012011,wac_talk_doya_in_fromblink,"",0,0.2,3,1,""
0,vo_wac_221101,26012,26012012,vo_wac_221101_001,"",0,"",21,"",""
1,109211,26012,26012013,"……맞다!\n비바람은 물론, 어떤 마법을 받아도\n몇백 년이 지나도 그림이 상하지 않게,\n열화 방지 마법을 걸어 줄까!?",0,10,0,11,1,0.5
"",0,26012,26012014,"","","","",91,"",""
"",0,26012,26012015,0,"","","",22,"",""
"",109211,26013,26013001,wac_idle_doya,"",1,0.2,3,"",""
"",111,26013,26013002,wac_no_items,"",1,0.2,3,"",""
0,109211,26013,26013003,200,"",-340,"",2,"",""
0,111,26013,26013004,200,"",-340,"",2,"",""
"",34,26013,26013005,0,"","","",32,"",""
"",33,26013,26013006,1,"","","",32,"",""
"",13,26013,26013007,0,"","","",32,"",""
"",0,26013,26013008,"","","","",91,"",""
-108,1,26111,26111001,109311,0,202,2,1,-325,wac_default_bot_21
-108,1,26111,26111002,111,0,201,2,5,-325,wac_default_bot_21
0,34,26111,26111003,34,"",0,1,31,1,""
0,33,26111,26111004,33,"",0,0,31,1,""
0,13,26111,26111005,13,"",0,0,31,1,""
"",109311,26111,26111006,wac_paint_bot_21,"",0,0.2,3,0,""
"",111,26111,26111007,wac_paint_bot_21,"",0,0.2,3,0,""
"",0,26111,26111008,0,"","","",93,"",""
"",13,26111,26111009,1,"","","",32,"",""
"",se_common,26111,26111010,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",109311,26111,26111011,300,"","","",13,"",""
"",1,26111,26111012,"","","","",131,"",""
wac_talk_doya_loop,109311,26112,26112001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,26112,26112002,wac_no_items,"",1,0.2,3,"",""
0,109311,26112,26112003,200,"",-340,"",2,"",""
0,111,26112,26112004,200,"",-340,"",2,"",""
"",34,26112,26112005,0,"","","",32,"",""
"",33,26112,26112006,1,"","","",32,"",""
"",13,26112,26112007,0,"","","",32,"",""
0,vo_wac_221102,26112,26112008,vo_wac_221102_000,"",0,"",21,"",""
1,109311,26112,26112009,"훗훗후~\n어떤가요, 루의 그림은!\n잘한다고 한껏\n칭찬해 줘도 돼요~!",0,10,0,11,1,0.5
"",0,26112,26112010,"","","","",91,"",""
0,vo_wac_221102,26112,26112011,vo_wac_221102_001,"",0,"",21,"",""
1,109311,26112,26112012,"실은 루, 시험 문제를 못 풀어서\n자주 낙서를 했어요~!\n즉, 루는, 낙서의 여왕이에요!\n엣헴!",0,10,0,11,1,0.5
"",0,26112,26112013,"","","","",91,"",""
"",0,26112,26112014,0,"","","",22,"",""
"",109311,26113,26113001,wac_idle_doya,"",1,0.2,3,"",""
"",111,26113,26113002,wac_no_items,"",1,0.2,3,"",""
0,109311,26113,26113003,200,"",-340,"",2,"",""
0,111,26113,26113004,200,"",-340,"",2,"",""
"",34,26113,26113005,0,"","","",32,"",""
"",33,26113,26113006,1,"","","",32,"",""
"",13,26113,26113007,0,"","","",32,"",""
"",0,26113,26113008,"","","","",91,"",""
-167,1,26211,26211001,102611,0,204,2,1,-185,wac_default_31
230,1,26211,26211002,103811,0,202,2,1,-185,wac_default_51
-330,1,26211,26211003,105211,0,256,2,1,-350,wac_default_bot_61
340,1,26211,26211004,103311,0,254,2,1,-350,wac_default_bot_71
-167,1,26211,26211005,111,0,203,2,5,-185,wac_default_33
230,1,26211,26211006,113,0,201,2,5,-185,wac_default_56
-330,1,26211,26211007,114,0,255,2,5,-350,wac_default_68
340,1,26211,26211008,115,0,253,2,5,-350,wac_default_73
"",105211,26211,26211009,300,"","","",13,"",""
"",103311,26211,26211010,300,"","","",13,"",""
"",103811,26211,26211011,300,"","","",13,"",""
"",102611,26211,26211012,300,"","","",13,"",""
0,38,26211,26211013,38,"",0,1,31,1,""
0,41,26211,26211014,41,"",0,0,31,1,""
0,15,26211,26211015,15,"",0,0,31,1,""
"",102611,26211,26211016,wac_paint_31,"",0,0.2,3,0,""
"",111,26211,26211017,wac_paint_33,"",0,0.2,3,0,""
"",103811,26211,26211018,wac_paint_51,"",0,0.2,3,0,""
"",113,26211,26211019,wac_paint_56,"",0,0.2,3,0,""
"",105211,26211,26211020,wac_paint_bot_61,"",0,0.2,3,0,""
"",114,26211,26211021,wac_paint_68,"",0,0.2,3,0,""
"",103311,26211,26211022,wac_paint_bot_71,"",0,0.2,3,0,""
"",115,26211,26211023,wac_paint_73,"",0,0.2,3,0,""
"",0,26211,26211024,0,"","","",93,"",""
"",15,26211,26211025,1,"","","",32,"",""
"",se_common,26211,26211026,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,26211,26211027,"","","","",131,"",""
"",105211,26212,26212001,wac_idle_doya_L,"",1,0,3,"",""
"",103311,26212,26212002,wac_idle_smile_L,"",1,0,3,"",""
"",103811,26212,26212003,wac_idle_wish_joy,"",1,0,3,"",""
"",102611,26212,26212004,wac_idle_smile,"",1,0,3,"",""
"",111,26212,26212005,wac_no_items,"",1,0,3,"",""
"",113,26212,26212006,wac_no_items,"",1,0,3,"",""
"",114,26212,26212007,wac_no_items,"",1,0,3,"",""
"",115,26212,26212008,wac_no_items,"",1,0,3,"",""
0,105211,26212,26212009,-335,"",-360,"",2,"",""
0,103311,26212,26212010,-190,"",-335,"",2,"",""
0,103811,26212,26212011,190,"",-335,"",2,"",""
0,102611,26212,26212012,350,"",-360,"",2,"",""
0,111,26212,26212013,-335,"",-360,"",2,"",""
0,113,26212,26212014,-190,"",-335,"",2,"",""
0,114,26212,26212015,190,"",-335,"",2,"",""
0,115,26212,26212016,350,"",-360,"",2,"",""
"",38,26212,26212017,0,"","","",32,"",""
"",41,26212,26212018,1,"","","",32,"",""
"",15,26212,26212019,0,"","","",32,"",""
wac_talk_wish_loop_joy,103811,26212,26212020,wac_talk_wish_in_joy,"",0,0.2,3,1,""
0,vo_wac_221103,26212,26212021,vo_wac_221103_000,"",0,"",21,"",""
1,103811,26212,26212022,"후우…… 이걸로 완성, 이에요.\n전보다 잘 그렸을까요?\n역시 그림을 그리는 건 즐겁네요.",0,10,0,11,1,0.5
"",0,26212,26212023,"","","","",91,"",""
"",103811,26212,26212024,wac_idle_wish_joy,"",1,0.2,3,1,""
wac_talk_smile_loop_L,103311,26212,26212025,wac_talk_smile_in_L,"",0,0.2,3,1,""
0,vo_wac_221103,26212,26212026,vo_wac_221103_001,"",0,"",21,"",""
1,103311,26212,26212027,"그렇지~♪\n하지만 시오시오, 몸 상태는 괜찮아?\n너무 무리하면 안 된다구?",0,10,0,11,1,0.5
"",0,26212,26212028,"","","","",91,"",""
"",103311,26212,26212029,wac_idle_smile_L,"",1,0.2,3,1,""
"",103811,26212,26212030,wac_talk_wish_loop,"",1,0.2,3,"",""
0,vo_wac_221103,26212,26212031,vo_wac_221103_002,"",0,"",21,"",""
1,103811,26212,26212032,"실은, 아주 조금\n어지러워요……\n다 함께 그림 그리는 게 즐거워서,\n너무 들떴나 봐요……",0,10,0,11,1,0.5
"",0,26212,26212033,"","","","",91,"",""
"",103811,26212,26212034,wac_idle_wish,"",1,0.2,3,1,""
wac_talk_smile_loop,102611,26212,26212035,wac_talk_smile_in,"",0,0.2,3,1,""
0,vo_wac_221103,26212,26212036,vo_wac_221103_003,"",0,"",21,"",""
1,102611,26212,26212037,"아, 그렇다면, 리마의 등을 빌리는 게 어때?\n오늘은 날씨도 좋고, 적당히\n푹신해서 최고야~",0,10,0,11,1,0.5
"",0,26212,26212038,"","","","",91,"",""
"",102611,26212,26212039,wac_idle_smile,"",1,0.2,3,1,""
wac_talk_doya_loop_L,105211,26212,26212040,wac_talk_doya_in_L,"",0,0.2,3,1,""
0,vo_wac_221103,26212,26212041,vo_wac_221103_004,"",0,"",21,"",""
1,105211,26212,26212042,"정말, 린도 참,\n금방 껴안는다니까.\n하지만 시오리가 피곤하면\n돌아갈 때는 업어서 옮겨줄게♪",0,10,0,11,1,0.5
"",0,26212,26212043,"","","","",91,"",""
"",0,26212,26212044,0,"","","",22,"",""
"","",26212,26212045,"","","","",111,"",""
"",105211,26213,26213001,wac_idle_doya_L,"",1,0.2,3,"",""
"",103311,26213,26213002,wac_idle_smile_L,"",1,0.2,3,"",""
"",103811,26213,26213003,wac_idle_wish,"",1,0.2,3,"",""
"",102611,26213,26213004,wac_idle_smile,"",1,0.2,3,"",""
"",111,26213,26213005,wac_no_items,"",1,0.2,3,"",""
"",113,26213,26213006,wac_no_items,"",1,0.2,3,"",""
"",114,26213,26213007,wac_no_items,"",1,0.2,3,"",""
"",115,26213,26213008,wac_no_items,"",1,0.2,3,"",""
0,105211,26213,26213009,-335,"",-360,"",2,"",""
0,103311,26213,26213010,-190,"",-335,"",2,"",""
0,103811,26213,26213011,190,"",-335,"",2,"",""
0,102611,26213,26213012,350,"",-360,"",2,"",""
0,111,26213,26213013,-335,"",-360,"",2,"",""
0,113,26213,26213014,-190,"",-335,"",2,"",""
0,114,26213,26213015,190,"",-335,"",2,"",""
0,115,26213,26213016,350,"",-360,"",2,"",""
"",38,26213,26213017,0,"","","",32,"",""
"",41,26213,26213018,1,"","","",32,"",""
"",15,26213,26213019,0,"","","",32,"",""
"",0,26213,26213020,"","","","",91,"",""
-167,1,26221,26221001,101011,0,204,2,1,-185,wac_default_31
230,1,26221,26221002,101411,0,202,2,1,-185,wac_default_51
-330,1,26221,26221003,104311,0,256,2,1,-350,wac_default_bot_61
340,1,26221,26221004,101711,0,254,2,1,-350,wac_default_bot_71
-167,1,26221,26221005,111,0,203,2,5,-185,wac_default_31
230,1,26221,26221006,113,0,201,2,5,-185,wac_default_56
-330,1,26221,26221007,114,0,255,2,5,-350,wac_default_66
340,1,26221,26221008,115,0,253,2,5,-350,wac_default_77
"",104311,26221,26221009,300,"","","",13,"",""
"",101711,26221,26221010,300,"","","",13,"",""
"",101411,26221,26221011,300,"","","",13,"",""
"",101011,26221,26221012,300,"","","",13,"",""
0,38,26221,26221013,38,"",0,1,31,1,""
0,41,26221,26221014,41,"",0,0,31,1,""
0,15,26221,26221015,15,"",0,0,31,1,""
"",101011,26221,26221016,wac_paint_31,"",0,0.2,3,0,""
"",111,26221,26221017,wac_paint_31,"",0,0.2,3,0,""
"",101411,26221,26221018,wac_paint_51,"",0,0.2,3,0,""
"",113,26221,26221019,wac_paint_56,"",0,0.2,3,0,""
"",104311,26221,26221020,wac_paint_bot_61,"",0,0.2,3,0,""
"",114,26221,26221021,wac_paint_66,"",0,0.2,3,0,""
"",101711,26221,26221022,wac_paint_bot_71,"",0,0.2,3,0,""
"",115,26221,26221023,wac_paint_77,"",0,0.2,3,0,""
"",0,26221,26221024,0,"","","",93,"",""
"",15,26221,26221025,1,"","","",32,"",""
"",se_common,26221,26221026,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,26221,26221027,"","","","",131,"",""
"",104311,26222,26222001,wac_idle_normal_L,"",1,0,3,"",""
"",101711,26222,26222002,wac_idle_smile_L,"",1,0,3,"",""
"",101411,26222,26222003,wac_idle_arm_crossed,"",1,0,3,"",""
"",101011,26222,26222004,wac_idle_wish_joy,"",1,0,3,"",""
"",111,26222,26222005,wac_no_items,"",1,0,3,"",""
"",113,26222,26222006,wac_no_items,"",1,0,3,"",""
"",114,26222,26222007,wac_no_items,"",1,0,3,"",""
"",115,26222,26222008,wac_no_items,"",1,0,3,"",""
0,104311,26222,26222009,-335,"",-360,"",2,"",""
0,101711,26222,26222010,-190,"",-335,"",2,"",""
0,101411,26222,26222011,190,"",-335,"",2,"",""
0,101011,26222,26222012,350,"",-360,"",2,"",""
0,111,26222,26222013,-335,"",-360,"",2,"",""
0,113,26222,26222014,-190,"",-335,"",2,"",""
0,114,26222,26222015,190,"",-335,"",2,"",""
0,115,26222,26222016,350,"",-360,"",2,"",""
"",38,26222,26222017,0,"","","",32,"",""
"",41,26222,26222018,1,"","","",32,"",""
"",15,26222,26222019,0,"","","",32,"",""
wac_talk_arm_crossed_loop,101411,26222,26222020,wac_talk_arm_crossed_in,"",0,0.2,3,1,""
0,vo_wac_221103,26222,26222021,vo_wac_221103_100,"",0,"",21,"",""
1,101411,26222,26222022,"좋아, 다 그렸군.\n다 같이 대화를 하면서 해서\n조금 시간은 걸렸지만,\n나쁘지 않은 완성도 같은데?",0,10,0,11,1,0.5
"",0,26222,26222023,"","","","",91,"",""
"",101411,26222,26222024,wac_idle_arm_crossed,"",1,0.2,3,1,""
wac_talk_wish_loop_joy,101011,26222,26222025,wac_talk_wish_in_joy,"",0,0.2,3,1,""
0,vo_wac_221103,26222,26222026,vo_wac_221103_101,"",0,"",21,"",""
1,101011,26222,26222027,"그렇사옵니다♪\n다 같이 떠들면서 \n느긋하게 그리는 것도 즐거웠사옵니다♪\n그림에도 그게 드러났사옵니다♪",0,10,0,11,1,0.5
"",0,26222,26222028,"","","","",91,"",""
"",101011,26222,26222029,wac_idle_wish_joy,"",1,0.2,3,1,""
wac_talk_smile_loop_L,101711,26222,26222030,wac_talk_smile_in_L,"",0,0.2,3,1,""
0,vo_wac_221103,26222,26222031,vo_wac_221103_102,"",0,"",21,"",""
1,101711,26222,26222032,"그치~ 공감해~!\n보면서 너무 설레서\n나도 모르게 춤추고 싶어져~\n좋았어~ 마코토도 같이 춤추자~♪",0,10,0,11,1,0.5
"",0,26222,26222033,"","","","",91,"",""
"",101711,26222,26222034,wac_idle_smile_L,"",1,0.2,3,1,""
wac_talk_doya_loop_surprise_L,104311,26222,26222035,wac_talk_doya_in_surprise_L,"",0,0.2,3,1,""
0,vo_wac_221103,26222,26222036,vo_wac_221103_103,"",0,"",21,"",""
1,104311,26222,26222037,"어? 나도 춤추는 거야!?\n그보다 아까도 춤췄잖아?\n너, 너무 잡아당기지 마!",0,10,0,11,1,0.5
"",0,26222,26222038,"","","","",91,"",""
"",104311,26222,26222039,wac_idle_doya_surprise_L,"",1,0.2,3,1,""
wac_talk_doya_loop,101411,26222,26222040,wac_talk_doya_in,"",0,0.2,3,1,""
0,vo_wac_221103,26222,26222041,vo_wac_221103_104,"",0,"",21,"",""
1,101411,26222,26222042,"나 참,\n카오리 씨는 못 말리는군……\n기껏 다 그렸으니\n조금 더 천천히 감상하지 않겠나.",0,10,0,11,1,0.5
"",0,26222,26222043,"","","","",91,"",""
"",0,26222,26222044,0,"","","",22,"",""
"","",26222,26222045,"","","","",111,"",""
"",104311,26223,26223001,wac_idle_doya_surprise_L,"",1,0.2,3,"",""
"",101711,26223,26223002,wac_idle_smile_L,"",1,0.2,3,"",""
"",101411,26223,26223003,wac_idle_doya,"",1,0.2,3,"",""
"",101011,26223,26223004,wac_idle_wish_joy,"",1,0.2,3,"",""
"",111,26223,26223005,wac_no_items,"",1,0.2,3,"",""
"",113,26223,26223006,wac_no_items,"",1,0.2,3,"",""
"",114,26223,26223007,wac_no_items,"",1,0.2,3,"",""
"",115,26223,26223008,wac_no_items,"",1,0.2,3,"",""
0,104311,26223,26223009,-335,"",-360,"",2,"",""
0,101711,26223,26223010,-190,"",-335,"",2,"",""
0,101411,26223,26223011,190,"",-335,"",2,"",""
0,101011,26223,26223012,350,"",-360,"",2,"",""
0,111,26223,26223013,-335,"",-360,"",2,"",""
0,113,26223,26223014,-190,"",-335,"",2,"",""
0,114,26223,26223015,190,"",-335,"",2,"",""
0,115,26223,26223016,350,"",-360,"",2,"",""
"",38,26223,26223017,0,"","","",32,"",""
"",41,26223,26223018,1,"","","",32,"",""
"",15,26223,26223019,0,"","","",32,"",""
"",0,26223,26223020,"","","","",91,"",""
-167,1,26231,26231001,109211,0,202,2,1,-205,wac_default_31
-64,1,26231,26231002,109311,0,254,2,1,-350,wac_default_bot_41
230,1,26231,26231003,109411,0,252,2,1,-325,wac_default_51
-167,1,26231,26231004,111,0,201,2,5,-205,wac_default_36
-64,1,26231,26231005,112,0,253,2,5,-350,wac_default_41
230,1,26231,26231006,113,0,251,2,5,-325,wac_default_bot_51
"",109411,26231,26231007,300,"","","",13,"",""
"",109211,26231,26231008,300,"","","",13,"",""
"",109311,26231,26231009,300,"","","",13,"",""
0,36,26231,26231010,36,"",0,1,31,1,""
0,41,26231,26231011,41,"",0,0,31,1,""
0,15,26231,26231012,15,"",0,0,31,1,""
"",109211,26231,26231013,wac_paint_31,"",0,0.2,3,0,""
"",111,26231,26231014,wac_paint_36,"",0,0.2,3,0,""
"",109311,26231,26231015,wac_paint_bot_41,"",0,0.2,3,0,""
"",112,26231,26231016,wac_paint_41,"",0,0.2,3,0,""
"",109411,26231,26231017,wac_paint_bot_51,"",0,0.2,3,0,""
"",113,26231,26231018,wac_paint_bot_51,"",0,0.2,3,0,""
"",0,26231,26231019,0,"","","",93,"",""
"",15,26231,26231020,1,"","","",32,"",""
"",se_common,26231,26231021,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,26231,26231022,"","","","",131,"",""
